Customed_ID,Credit Score,Country,Gender,Age Group,Tenure,Act Balance,Products,Credit Card,Activity Status,Churn Status,Min Churn,Max Churn,Target Churn
15785654,701-800,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15688619,701-800,Spain,Male,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15670738,701-800,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15629128,701-800,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15723008,701-800,France,Female,41-50,1,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15669262,701-800,France,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15625035,701-800,France,Male,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15679760,701-800,France,Male,41-50,1,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15766289,701-800,France,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15707602,501-600,France,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15706762,501-600,France,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15799720,501-600,Spain,Male,41-50,8,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15657540,501-600,France,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15797381,501-600,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15727696,501-600,France,Male,41-50,1,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15658240,501-600,France,Female,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15706185,501-600,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15768816,501-600,Germany,Male,41-50,0,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15679148,501-600,France,Male,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15611756,501-600,Germany,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15615020,501-600,Germany,Female,41-50,9,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15761018,501-600,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15668270,501-600,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15581871,501-600,Germany,Male,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15567860,501-600,Spain,Female,41-50,7,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15811026,501-600,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15652048,501-600,Germany,Male,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15654408,501-600,Spain,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15687372,501-600,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15637240,501-600,France,Male,41-50,4,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15679294,501-600,France,Female,41-50,10,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15615050,501-600,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15781451,501-600,France,Male,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15685290,501-600,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15770576,501-600,Spain,Male,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15662203,501-600,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15583076,501-600,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15710553,501-600,Germany,Male,41-50,3,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15695499,501-600,France,Female,41-50,10,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15698664,501-600,Spain,Male,41-50,2,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15691011,501-600,France,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15659399,501-600,Germany,Male,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15789371,501-600,Germany,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15636330,501-600,Germany,Female,41-50,1,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15609254,501-600,Spain,Female,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15815070,501-600,Germany,Female,41-50,5,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15798256,501-600,France,Female,41-50,1,100k - 200k,Prod2,Not Owned,Inactive,Churned,0,1,0.15
15678057,501-600,France,Male,41-50,10,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15732437,501-600,Germany,Female,41-50,0,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15709232,501-600,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15685947,501-600,Germany,Male,41-50,0,100k - 200k,Prod2,Not Owned,Active,Churned,0,1,0.15
15788723,501-600,Germany,Female,41-50,10,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15724282,501-600,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15765014,501-600,France,Female,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15586880,501-600,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15752312,501-600,Spain,Male,41-50,1,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15641413,501-600,Germany,Female,41-50,7,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15591047,501-600,Spain,Female,41-50,6,100k - 200k,Prod2,Not Owned,Inactive,Churned,0,1,0.15
15573730,501-600,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15595440,501-600,France,Male,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15781903,501-600,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15641773,501-600,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15647301,501-600,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15649457,501-600,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15683841,501-600,Germany,Male,41-50,10,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15695819,501-600,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15700476,501-600,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15758252,501-600,Germany,Female,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15584518,501-600,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15750181,501-600,Germany,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15587133,501-600,France,Male,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15792365,501-600,France,Male,41-50,4,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15814331,501-600,Germany,Female,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15697497,501-600,France,Female,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15681562,501-600,France,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15737605,501-600,Spain,Female,41-50,1,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15703820,501-600,France,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15603436,501-600,Spain,Female,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15602845,401-500,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15813697,401-500,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15698510,401-500,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15575399,401-500,France,Female,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15757632,401-500,France,Female,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15681878,401-500,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15673790,401-500,Germany,Male,41-50,7,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15706269,401-500,France,Female,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15764335,401-500,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15578761,401-500,Spain,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15698839,401-500,Germany,Male,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15788183,401-500,Germany,Female,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15607269,401-500,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15588859,401-500,Spain,Female,41-50,0,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15617206,401-500,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15754796,401-500,Germany,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15707291,401-500,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15803136,401-500,Germany,Female,41-50,10,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15804295,401-500,France,Male,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15721469,401-500,Germany,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15589869,401-500,France,Male,41-50,9,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15572762,401-500,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15620341,401-500,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15693877,>800,France,Female,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15640407,>800,Germany,Male,41-50,0,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15723864,>800,Spain,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15659366,>800,France,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15689492,>800,Germany,Male,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15779586,>800,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15731511,>800,France,Male,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15721779,>800,Spain,Male,41-50,5,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15609928,>800,Germany,Male,41-50,5,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15629846,>800,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15623521,>800,Spain,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15602373,>800,France,Male,41-50,4,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15609558,>800,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15615457,>800,Spain,Female,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15688059,>800,Germany,Female,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15594404,>800,France,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15799494,>800,Germany,Male,41-50,3,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15672640,>800,Spain,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15798749,>800,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15811958,>800,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15749093,>800,France,Male,41-50,4,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15585734,>800,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15673439,601-700,Spain,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15780362,601-700,France,Female,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15725665,601-700,France,Male,41-50,10,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15583857,601-700,Spain,Female,41-50,4,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15681316,601-700,France,Female,41-50,0,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15592578,601-700,Spain,Female,41-50,7,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15756196,601-700,France,Male,41-50,6,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15770516,601-700,Spain,Female,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15747458,601-700,Spain,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15690744,601-700,France,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15795527,601-700,Spain,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15699257,601-700,Spain,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15785339,601-700,France,Female,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15593622,601-700,France,Male,41-50,10,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15631267,601-700,France,Male,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15700046,601-700,France,Male,41-50,4,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15647974,601-700,France,Female,41-50,3,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15733597,601-700,France,Female,41-50,0,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15815125,601-700,Spain,Male,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15791111,601-700,France,Female,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15745201,601-700,France,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15710365,601-700,France,Male,41-50,0,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15574115,601-700,Spain,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15724181,601-700,Spain,Male,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15811415,601-700,France,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15738291,601-700,France,Female,41-50,8,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15782456,601-700,France,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15701301,601-700,France,Female,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Churned,0,1,0.15
15660429,601-700,Spain,Female,41-50,2,100k - 200k,Prod2,Not Owned,Active,Churned,0,1,0.15
15630328,601-700,France,Female,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15694253,601-700,France,Female,41-50,7,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15657565,601-700,Spain,Female,41-50,6,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15678129,601-700,Spain,Female,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15724296,601-700,Spain,Male,41-50,2,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15663263,601-700,France,Male,41-50,5,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15642468,601-700,France,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15610403,601-700,France,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15722364,601-700,France,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15629244,601-700,Spain,Male,41-50,7,100k - 200k,Prod2,Not Owned,Inactive,Churned,0,1,0.15
15570932,601-700,France,Male,41-50,7,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15719309,601-700,France,Female,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15703205,601-700,France,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15583137,601-700,France,Female,41-50,7,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15734987,601-700,France,Female,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15573456,601-700,Spain,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15625461,601-700,France,Female,41-50,1,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15628530,601-700,France,Male,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15807167,601-700,France,Male,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15613854,601-700,Spain,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15614740,601-700,France,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15574012,601-700,Spain,Male,41-50,8,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15605020,601-700,France,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15728505,601-700,France,Male,41-50,1,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15611551,601-700,Spain,Male,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15770435,601-700,France,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15762216,601-700,France,Female,41-50,4,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15693326,601-700,France,Female,41-50,7,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15775912,601-700,France,Male,41-50,4,100k - 200k,Prod2,Not Owned,Active,Churned,0,1,0.15
15734659,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15643188,601-700,Germany,Female,41-50,7,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15628963,601-700,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15641389,601-700,Germany,Male,41-50,4,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15581736,601-700,Germany,Male,41-50,1,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15666295,601-700,Germany,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15750569,601-700,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15667424,601-700,Germany,Female,41-50,7,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15665168,601-700,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15638047,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15774336,601-700,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15595153,601-700,Germany,Female,41-50,8,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15668894,601-700,Germany,Male,41-50,5,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15710053,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15573520,601-700,Germany,Male,41-50,6,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15794356,601-700,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15613427,601-700,Germany,Female,41-50,7,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15806081,601-700,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15652782,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15717736,601-700,Germany,Female,41-50,10,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15619016,601-700,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15756824,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15621195,601-700,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15718039,601-700,Germany,Female,41-50,0,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15625706,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Inactive,Churned,0,1,0.15
15737104,601-700,Germany,Female,41-50,0,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15708610,601-700,Germany,Male,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15602812,601-700,Germany,Female,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15694039,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15662854,601-700,Germany,Male,41-50,5,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15607690,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15710034,601-700,Germany,Male,41-50,1,100k - 200k,Prod2,Not Owned,Active,Churned,0,1,0.15
15797081,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15742116,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15613463,601-700,Germany,Female,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15691906,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15656592,601-700,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15691111,601-700,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15633650,601-700,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15614687,601-700,Germany,Female,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15789158,601-700,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15778025,601-700,Germany,Male,41-50,9,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15595537,601-700,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15646810,601-700,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15661734,601-700,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15629551,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15572265,601-700,Germany,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15675185,601-700,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15795166,601-700,Germany,Male,41-50,8,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15657163,601-700,Germany,Male,41-50,1,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15584114,601-700,Germany,Female,41-50,2,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15573280,601-700,Germany,Male,41-50,6,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15697789,601-700,Germany,Female,41-50,3,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15603465,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15713621,601-700,Germany,Male,41-50,10,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15766374,601-700,Germany,Male,41-50,4,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15722061,601-700,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15812272,601-700,Germany,Male,41-50,5,100k - 200k,Prod2,Owned,Active,Churned,0,1,0.15
15706200,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15657747,601-700,Germany,Female,41-50,9,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15702669,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15802617,601-700,Germany,Male,41-50,7,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15643966,601-700,Germany,Male,41-50,3,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
15632521,601-700,Germany,Male,41-50,0,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15616550,601-700,Germany,Male,41-50,10,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15786153,601-700,Germany,Male,41-50,9,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15599452,601-700,Germany,Female,41-50,8,100k - 200k,Prod2,Owned,Inactive,Not Churned,0,1,0.15
15576368,601-700,Germany,Female,41-50,3,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15618401,601-700,Germany,Male,41-50,10,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15811290,601-700,Germany,Male,41-50,0,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15635776,601-700,Germany,Female,41-50,5,100k - 200k,Prod2,Owned,Active,Not Churned,0,1,0.15
15633112,601-700,Germany,Male,41-50,3,100k - 200k,Prod2,Owned,Inactive,Churned,0,1,0.15
15640161,601-700,Germany,Male,41-50,5,100k - 200k,Prod2,Not Owned,Inactive,Not Churned,0,1,0.15
15717290,601-700,Germany,Male,41-50,2,100k - 200k,Prod2,Not Owned,Active,Not Churned,0,1,0.15
